CUIT_Empresa;Nombre_Empresa;Nro_Documento;Persona;Clave_Referencia;Fecha_Comprobante;Origen;Tipo_Cliente;Importe_Neto
30522228210;LABORATORIO WIENER;;;223302;29/03/2011;OLA;Corporativo;880,49
30642709999;JULERIAQUE S.A;;;201892;29/03/2011;OLA;Corporativo;320
30642709999;JULERIAQUE S.A;;;201892;26/01/2011;OLA;Corporativo;-320
30708728817;MACO LITORAL SA;;;223385;29/03/2011;OLA;Corporativo;780,9
30642709999;JULERIAQUE S.A;;;223422;29/03/2011;OLA;Corporativo;722,35
20060706744;BOMBONERIA ROYAL;;;223013;29/03/2011;OLA;Corporativo;336,48
30503348728;PALADINI SA;;;223025;29/03/2011;OLA;Corporativo;1614,27
30657559349;SOS S.A.;;;223027;29/03/2011;OLA;Corporativo;917,17
30500979824;VERONICA   SACIAFEI;;;216637;29/03/2011;OLA;Corporativo;-384
30500979824;VERONICA   SACIAFEI;;;216637;28/02/2011;OLA;Corporativo;1824,83
30612691963;KIT INGENIERIA;;;222190;29/03/2011;OLA;Corporativo;1651,12
30528994012;MERCADO A TERMINO;;;218101;29/03/2011;OLA;Corporativo;211,81
30528994012;MERCADO A TERMINO;;;221569;29/03/2011;OLA;Corporativo;434,41
30503348728;PALADINI SA;;;222087;29/03/2011;OLA;Corporativo;593,92
30707772405;GRUPO T y T SA;;;222013;29/03/2011;OLA;Corporativo;406,69
30501077131;CAFES LA VIRGINIA S.A.;;;222980;29/03/2011;OLA;Corporativo;671,74
30503348728;PALADINI SA;;;223351;29/03/2011;OLA;Corporativo;1124,21
30709432598;RICHEZZE MUEBLES;;;223391;29/03/2011;OLA;Corporativo;1527,74
30503348728;PALADINI SA;;;222929;29/03/2011;OLA;Corporativo;953,64
30501077131;CAFES LA VIRGINIA S.A.;;;222065;29/03/2011;OLA;Corporativo;1151,89
30503348728;PALADINI SA;;;221976;29/03/2011;OLA;Corporativo;657,47
30615368292;SIDERSA  SA;;;222490;29/03/2011;OLA;Corporativo;3905,82
30593305437;PUBLICAR;;;222700;29/03/2011;OLA;Corporativo;1952,38
30522228210;LABORATORIO WIENER;;;223820;29/03/2011;OLA;Corporativo;705,88
30528994012;MERCADO A TERMINO;;;221168;29/03/2011;OLA;Corporativo;705,88
30528994012;MERCADO A TERMINO;;;223961;29/03/2011;OLA;Corporativo;0
30639475537;FUNDACION LIBERTAD;;;222567;29/03/2011;OLA;Corporativo;3642,87
30639475537;FUNDACION LIBERTAD;;;223900;29/03/2011;OLA;Corporativo;203
30528994012;MERCADO A TERMINO;;;218796;29/03/2011;OLA;Corporativo;0
30501077131;CAFES LA VIRGINIA S.A.;;;222963;29/03/2011;OLA;Corporativo;901,76
30698255141;DROGUERIA ROSFAR;;;220694;29/03/2011;OLA;Corporativo;-7419,6
30698255141;DROGUERIA ROSFAR;;;220694;15/03/2011;OLA;Corporativo;7567,96
30522228210;LABORATORIO WIENER;;;222620;29/03/2011;OLA;Corporativo;1411,76
30639475537;FUNDACION LIBERTAD;;;223211;29/03/2011;OLA;Corporativo;20408,15
30528994012;MERCADO A TERMINO;;;224461;29/03/2011;OLA;Corporativo;705,88
30528994012;MERCADO A TERMINO;;;222035;29/03/2011;OLA;Corporativo;705,88
30528994012;MERCADO A TERMINO;;;218707;29/03/2011;OLA;Corporativo;1411,76
30501077131;CAFES LA VIRGINIA S.A.;;;224508;29/03/2011;OLA;Corporativo;181
30639475537;FUNDACION LIBERTAD;;;223214;29/03/2011;OLA;Corporativo;204,02
30639475537;FUNDACION LIBERTAD;;;223721;29/03/2011;OLA;Corporativo;2084,4
30503348728;PALADINI SA;;;223624;29/03/2011;OLA;Corporativo;425,96
30503348728;PALADINI SA;;;223623;29/03/2011;OLA;Corporativo;212,98
30677439803;INDUMETAVI SRL;;;222010;28/03/2011;OLA;Corporativo;1283,29
30680464606;CARLOS BARTOLOME Y ASOCIADOS SRL;;;222509;28/03/2011;OLA;Corporativo;217,2
30677439803;INDUMETAVI SRL;;;222900;28/03/2011;OLA;Corporativo;5,01
30708982608;SOL LINEAS AEREAS;;;224529;30/03/2011;OLA;Corporativo;2064,46
30708982608;SOL LINEAS AEREAS;;;222358;18/03/2011;OLA;Corporativo;1853,6
30708982608;SOL LINEAS AEREAS;;;222286;18/03/2011;OLA;Corporativo;3876
30708982608;SOL LINEAS AEREAS;;;222289;18/03/2011;OLA;Corporativo;352
30708982608;SOL LINEAS AEREAS;;;222290;18/03/2011;OLA;Corporativo;704
30708982608;SOL LINEAS AEREAS;;;222299;18/03/2011;OLA;Corporativo;704
30708982608;SOL LINEAS AEREAS;;;222276;18/03/2011;OLA;Corporativo;2112
30708982608;SOL LINEAS AEREAS;;;222217;18/03/2011;OLA;Corporativo;545
30708982608;SOL LINEAS AEREAS;;;222294;18/03/2011;OLA;Corporativo;5179
30708982608;SOL LINEAS AEREAS;;;222003;18/03/2011;OLA;Corporativo;1332
30708982608;SOL LINEAS AEREAS;;;221866;18/03/2011;OLA;Corporativo;911
30708982608;SOL LINEAS AEREAS;;;222558;21/03/2011;OLA;Corporativo;940
30708982608;SOL LINEAS AEREAS;;;222666;21/03/2011;OLA;Corporativo;352
30708982608;SOL LINEAS AEREAS;;;222580;21/03/2011;OLA;Corporativo;1056
30708982608;SOL LINEAS AEREAS;;;222574;21/03/2011;OLA;Corporativo;704
30708982608;SOL LINEAS AEREAS;;;223021;21/03/2011;OLA;Corporativo;704
30708982608;SOL LINEAS AEREAS;;;223029;21/03/2011;OLA;Corporativo;2464
30708982608;SOL LINEAS AEREAS;;;222476;21/03/2011;OLA;Corporativo;1868
30708982608;SOL LINEAS AEREAS;;;223229;23/03/2011;OLA;Corporativo;1029,49
30708982608;SOL LINEAS AEREAS;;;223343;23/03/2011;OLA;Corporativo;0
30708982608;SOL LINEAS AEREAS;;;213755;29/03/2011;OLA;Corporativo;-331
30708982608;SOL LINEAS AEREAS;;;213755;09/02/2011;OLA;Corporativo;2432,71
30708982608;SOL LINEAS AEREAS;;;218133;29/03/2011;OLA;Corporativo;-993
30708982608;SOL LINEAS AEREAS;;;218133;25/02/2011;OLA;Corporativo;5585,59
30708982608;SOL LINEAS AEREAS;;;224770;31/03/2011;OLA;Corporativo;1376,31
30708982608;SOL LINEAS AEREAS;;;223883;28/03/2011;OLA;Corporativo;176,44
30708982608;SOL LINEAS AEREAS;;;223994;28/03/2011;OLA;Corporativo;1834,32
30708982608;SOL LINEAS AEREAS;;;223841;28/03/2011;OLA;Corporativo;566,05
30708982608;SOL LINEAS AEREAS;;;223903;28/03/2011;OLA;Corporativo;1490
30708982608;SOL LINEAS AEREAS;;;223906;28/03/2011;OLA;Corporativo;596
30708982608;SOL LINEAS AEREAS;;;223927;28/03/2011;OLA;Corporativo;298
30708982608;SOL LINEAS AEREAS;;;223959;28/03/2011;OLA;Corporativo;298
30708982608;SOL LINEAS AEREAS;;;223967;28/03/2011;OLA;Corporativo;1192
30708982608;SOL LINEAS AEREAS;;;223971;28/03/2011;OLA;Corporativo;1192
30708982608;SOL LINEAS AEREAS;;;223981;28/03/2011;OLA;Corporativo;298
30708982608;SOL LINEAS AEREAS;;;223732;28/03/2011;OLA;Corporativo;12357,29
30708982608;SOL LINEAS AEREAS;;;224028;28/03/2011;OLA;Corporativo;298
30708982608;SOL LINEAS AEREAS;;;224027;28/03/2011;OLA;Corporativo;701,1
30708982608;SOL LINEAS AEREAS;;;223708;28/03/2011;OLA;Corporativo;1206
30528994012;MERCADO A TERMINO;;;219886;29/03/2011;OLA;Corporativo;1948,0692
30528994012;MERCADO A TERMINO;;;215231;31/03/2011;OLA;Corporativo;0,1221
30528994012;MERCADO A TERMINO;;;215231;15/03/2011;OLA;Corporativo;4776,489
33698307639;DATA OIL SRL;;;206530;31/03/2011;OLA;Corporativo;0
33698307639;DATA OIL SRL;;;206530;15/03/2011;OLA;Corporativo;45856,813
30572968010;ELECTROINGENIERIA S.A.;;;203662;21/03/2011;OLA;Corporativo;0
30572968010;ELECTROINGENIERIA S.A.;;;193417;21/03/2011;OLA;Corporativo;0
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;205856;21/03/2011;OLA;Corporativo;0
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;205856;10/01/2011;OLA;Corporativo;79,82
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;205969;21/03/2011;OLA;Corporativo;0
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;205969;10/01/2011;OLA;Corporativo;250,17
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;206027;21/03/2011;OLA;Corporativo;0
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;206027;10/01/2011;OLA;Corporativo;269,12
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;207523;21/03/2011;OLA;Corporativo;0
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;207523;14/01/2011;OLA;Corporativo;190,88
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;208006;21/03/2011;OLA;Corporativo;0
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;208006;14/01/2011;OLA;Corporativo;185,19
30572968010;ELECTROINGENIERIA S.A.;;;222513;21/03/2011;OLA;Corporativo;6008,3
30572968010;ELECTROINGENIERIA S.A.;;;222332;21/03/2011;OLA;Corporativo;1356,75
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;222350;21/03/2011;OLA;Corporativo;478,81
30612929455;LIBERTAD S.A;;;221742;21/03/2011;OLA;Corporativo;946
30709881007;CONSTRUCCIONES TERMICAS S.A.;;;221573;21/03/2011;OLA;Corporativo;788
30572968010;ELECTROINGENIERIA S.A.;;;222386;21/03/2011;OLA;Corporativo;956
30698477411;ALLUS BPO;;;221958;21/03/2011;OLA;Corporativo;946
30681026386;CHEXA S.A.;;;221559;28/03/2011;OLA;Corporativo;-281
30681026386;CHEXA S.A.;;;221559;21/03/2011;OLA;Corporativo;839,98
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;222437;21/03/2011;OLA;Corporativo;702,11
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;222258;21/03/2011;OLA;Corporativo;1617,99
30572968010;ELECTROINGENIERIA S.A.;;;221702;21/03/2011;OLA;Corporativo;1280,47
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;222405;21/03/2011;OLA;Corporativo;1243,06
30572968010;ELECTROINGENIERIA S.A.;;;221751;21/03/2011;OLA;Corporativo;1453,81
30591831166;IERAL;;;222025;21/03/2011;OLA;Corporativo;1908,6
30591831166;IERAL;;;222023;21/03/2011;OLA;Corporativo;2368,76
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;222319;21/03/2011;OLA;Corporativo;843,64
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;222313;21/03/2011;OLA;Corporativo;1007,5
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;222014;21/03/2011;OLA;Corporativo;2751,18
30711238200;GRUPO ELING SA;;;221560;21/03/2011;OLA;Corporativo;1032,45
30572968010;ELECTROINGENIERIA S.A.;;;221881;21/03/2011;OLA;Corporativo;1083,53
30572968010;ELECTROINGENIERIA S.A.;;;222259;21/03/2011;OLA;Corporativo;1082,62
30572968010;ELECTROINGENIERIA S.A.;;;222735;21/03/2011;OLA;Corporativo;666,64
30572968010;ELECTROINGENIERIA S.A.;;;221558;21/03/2011;OLA;Corporativo;2626,4
30681026386;CHEXA S.A.;;;222098;21/03/2011;OLA;Corporativo;521,27
30653139507;SECRETARíA GENERAL DE LA GOBER;;;222093;21/03/2011;OLA;Corporativo;737,78
30653139507;SECRETARíA GENERAL DE LA GOBER;;;222498;21/03/2011;OLA;Corporativo;806,92
33700845759;GEANT ARGENTINA SA;;;223007;21/03/2011;OLA;Corporativo;984,3
30612929455;LIBERTAD S.A;;;217424;21/03/2011;OLA;Corporativo;-984,3
30612929455;LIBERTAD S.A;;;217424;09/03/2011;OLA;Corporativo;984,3
30680937636;SYSTEL SA;;;221828;21/03/2011;OLA;Corporativo;807
30680937636;SYSTEL SA;;;221831;21/03/2011;OLA;Corporativo;807
30572968010;ELECTROINGENIERIA S.A.;;;222172;21/03/2011;OLA;Corporativo;1319,71
30612929455;LIBERTAD S.A;;;221567;21/03/2011;OLA;Corporativo;913,65
30707280618;GESTAMP CORDOBA S.A;;;222365;21/03/2011;OLA;Corporativo;966,01
30710540086;CONSORCIO DE COOPERACIóN;;;221654;21/03/2011;OLA;Corporativo;1916,3
30711238200;GRUPO ELING SA;;;221557;21/03/2011;OLA;Corporativo;378,42
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;221610;21/03/2011;OLA;Corporativo;1829,84
30591831166;IERAL;;;222626;21/03/2011;OLA;Corporativo;796
30572968010;ELECTROINGENIERIA S.A.;;;222477;21/03/2011;OLA;Corporativo;1262,99
33662077009;MWM INTERNATIONAL MOTORES S.A.;;;221652;21/03/2011;OLA;Corporativo;1764
30591831166;IERAL;;;222624;21/03/2011;OLA;Corporativo;796
30572968010;ELECTROINGENIERIA S.A.;;;221697;21/03/2011;OLA;Corporativo;1663,83
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;221668;21/03/2011;OLA;Corporativo;921,85
30591831166;IERAL;;;221699;21/03/2011;OLA;Corporativo;796
30711238200;GRUPO ELING SA;;;221576;21/03/2011;OLA;Corporativo;790,86
30572968010;ELECTROINGENIERIA S.A.;;;221836;21/03/2011;OLA;Corporativo;856,43
30710540086;CONSORCIO DE COOPERACIóN;;;221920;21/03/2011;OLA;Corporativo;862,99
30572968010;ELECTROINGENIERIA S.A.;;;222229;21/03/2011;OLA;Corporativo;1753,14
33662077009;MWM INTERNATIONAL MOTORES S.A.;;;222830;21/03/2011;OLA;Corporativo;956
33662077009;MWM INTERNATIONAL MOTORES S.A.;;;222836;21/03/2011;OLA;Corporativo;843
30653139507;SECRETARíA GENERAL DE LA GOBER;;;222924;21/03/2011;OLA;Corporativo;887
30612929455;LIBERTAD S.A;;;222226;21/03/2011;OLA;Corporativo;4638,36
30572968010;ELECTROINGENIERIA S.A.;;;222012;21/03/2011;OLA;Corporativo;2148,9
30591831166;IERAL;;;222557;21/03/2011;OLA;Corporativo;836
30707280618;GESTAMP CORDOBA S.A;;;221730;21/03/2011;OLA;Corporativo;5576,92
30707280618;GESTAMP CORDOBA S.A;;;221733;21/03/2011;OLA;Corporativo;4386,34
30711238200;GRUPO ELING SA;;;220548;21/03/2011;OLA;Corporativo;254,81
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;221386;21/03/2011;OLA;Corporativo;0,01
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;221386;15/03/2011;OLA;Corporativo;213,87
30544611905;FUNDACION UNIVERSIDAD DE BELGRANO DR AVELINO PORTO;;;222088;21/03/2011;OLA;Corporativo;57,62
30572968010;ELECTROINGENIERIA S.A.;;;221884;21/03/2011;OLA;Corporativo;1211
30572968010;ELECTROINGENIERIA S.A.;;;221853;21/03/2011;OLA;Corporativo;390,42
30711315515;VIALCO SA CN SAPAG SN UTE;;;221556;21/03/2011;OLA;Corporativo;205,64
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;221729;21/03/2011;OLA;Corporativo;200
30680937636;SYSTEL SA;;;221664;21/03/2011;OLA;Corporativo;150
30709099465;MEDITERRANEA TECNOLOGICA S.A;;;222256;21/03/2011;OLA;Corporativo;148,46
30711315515;VIALCO SA CN SAPAG SN UTE;;;222163;21/03/2011;OLA;Corporativo;110,02
30711315515;VIALCO SA CN SAPAG SN UTE;;;222164;21/03/2011;OLA;Corporativo;255,72
30544611905;FUNDACION UNIVERSIDAD DE BELGRANO DR AVELINO PORTO;;;222643;21/03/2011;OLA;Corporativo;358,9
30708526661;BERCLEAN S.A.;;;222825;21/03/2011;OLA;Corporativo;176,09
30707280618;GESTAMP CORDOBA S.A;;;222776;21/03/2011;OLA;Corporativo;170,0328
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;222945;21/03/2011;OLA;Corporativo;1222,75
30572968010;ELECTROINGENIERIA S.A.;;;223309;21/03/2011;OLA;Corporativo;402,51
30612929455;LIBERTAD S.A;;;219308;21/03/2011;OLA;Corporativo;-1287,9
30612929455;LIBERTAD S.A;;;219308;09/03/2011;OLA;Corporativo;3787,9
30544611905;FUNDACION UNIVERSIDAD DE BELGRANO DR AVELINO PORTO;;;188107;29/03/2011;OLA;Corporativo;0
30544611905;FUNDACION UNIVERSIDAD DE BELGRANO DR AVELINO PORTO;;;188107;14/02/2011;OLA;Corporativo;-289
30711315515;VIALCO SA CN SAPAG SN UTE;;;216518;29/03/2011;OLA;Corporativo;0
30711315515;VIALCO SA CN SAPAG SN UTE;;;216518;21/02/2011;OLA;Corporativo;621
30612929455;LIBERTAD S.A;;;217498;29/03/2011;OLA;Corporativo;-463
30612929455;LIBERTAD S.A;;;217498;28/02/2011;OLA;Corporativo;478
30707550046;POWER CONSULTANT SA;;;223354;29/03/2011;OLA;Corporativo;1682,13
33662077009;MWM INTERNATIONAL MOTORES S.A.;;;223815;29/03/2011;OLA;Corporativo;727,78
30612929455;LIBERTAD S.A;;;223270;29/03/2011;OLA;Corporativo;747,9
30612929455;LIBERTAD S.A;;;223261;29/03/2011;OLA;Corporativo;747,9
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;222847;29/03/2011;OLA;Corporativo;-3,9
30612929455;LIBERTAD S.A;;;222351;29/03/2011;OLA;Corporativo;626,47
30612929455;LIBERTAD S.A;;;221901;29/03/2011;OLA;Corporativo;973,45
30612929455;LIBERTAD S.A;;;223548;29/03/2011;OLA;Corporativo;913,65
30612929455;LIBERTAD S.A;;;223546;29/03/2011;OLA;Corporativo;984,3
30612929455;LIBERTAD S.A;;;221876;29/03/2011;OLA;Corporativo;913,65
30612929455;LIBERTAD S.A;;;223544;29/03/2011;OLA;Corporativo;913,65
30612929455;LIBERTAD S.A;;;221896;29/03/2011;OLA;Corporativo;497,15
30612929455;LIBERTAD S.A;;;223541;29/03/2011;OLA;Corporativo;1968,6
30612929455;LIBERTAD S.A;;;223538;29/03/2011;OLA;Corporativo;984,3
30612929455;LIBERTAD S.A;;;223535;29/03/2011;OLA;Corporativo;984,3
30612929455;LIBERTAD S.A;;;221906;29/03/2011;OLA;Corporativo;497,15
30612929455;LIBERTAD S.A;;;223420;29/03/2011;OLA;Corporativo;984,3
30566584200;FUNDACION MEDITERRANEA;;;222920;29/03/2011;OLA;Corporativo;1916
30707505113;STOLLER ARGENTINA SA;;;224135;29/03/2011;OLA;Corporativo;2482,36
30612929455;LIBERTAD S.A;;;221852;29/03/2011;OLA;Corporativo;1819,49
30612929455;LIBERTAD S.A;;;224026;29/03/2011;OLA;Corporativo;4718,69
30612929455;LIBERTAD S.A;;;224089;29/03/2011;OLA;Corporativo;4764,54
30612929455;LIBERTAD S.A;;;221843;29/03/2011;OLA;Corporativo;2944,57
30612929455;LIBERTAD S.A;;;222040;29/03/2011;OLA;Corporativo;486,3
30612929455;LIBERTAD S.A;;;221846;29/03/2011;OLA;Corporativo;2944,58
30566584200;FUNDACION MEDITERRANEA;;;223696;29/03/2011;OLA;Corporativo;210,02
30612929455;LIBERTAD S.A;;;223561;29/03/2011;OLA;Corporativo;415,25
30572968010;ELECTROINGENIERIA S.A.;;;207280;31/03/2011;OLA;Corporativo;-0,01
30572968010;ELECTROINGENIERIA S.A.;;;207280;17/01/2011;OLA;Corporativo;2847,99
30572968010;ELECTROINGENIERIA S.A.;;;220145;31/03/2011;OLA;Corporativo;-363,64
30572968010;ELECTROINGENIERIA S.A.;;;220145;15/03/2011;OLA;Corporativo;3329,69
33627732789;CAPDEL  S.A.;;;224073;28/03/2011;OLA;Corporativo;782,48
30707053972;KLOCKNER PENTAPLAST DE ARG. SA;;;145673;28/03/2011;OLA;Corporativo;0
30707053972;KLOCKNER PENTAPLAST DE ARG. SA;;;145673;14/02/2011;OLA;Corporativo;-2056
30711238200;GRUPO ELING SA;;;209168;28/03/2011;OLA;Corporativo;0
30711238200;GRUPO ELING SA;;;209168;08/02/2011;OLA;Corporativo;1142,19
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;216710;28/03/2011;OLA;Corporativo;0
30519437968;CONFEDERACION FARMACEUTICA ARGENTINA;;;216710;21/02/2011;OLA;Corporativo;91,92
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;218007;28/03/2011;OLA;Corporativo;-4098,25
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;218007;09/03/2011;OLA;Corporativo;22468,5
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;222780;28/03/2011;OLA;Corporativo;4163,25
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;222787;28/03/2011;OLA;Corporativo;7331,32
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;222766;28/03/2011;OLA;Corporativo;11422,79
30678221976;FABRICA ARGENTINA DE AVIONES BRIG SAN MARTIN SA;;;222162;28/03/2011;OLA;Corporativo;100
30591831166;IERAL;;;223937;28/03/2011;OLA;Corporativo;165,11
30707779779;MIKOS S.A.;;;223757;28/03/2011;OLA;Corporativo;1074,01
30572968010;ELECTROINGENIERIA S.A.;;;223724;28/03/2011;OLA;Corporativo;3703,01
